Server_Workload,Inlet_Temperature,Outlet_Temperature,Ambient_Temperature,Cooling_Unit_Power_Consumption,Chiller_Usage,AHU_Usage,Total_Energy_Cost,Temperature_Deviation,Cooling_Strategy_Action,Output,Energy_Efficiency
81.365333,23.206672,30.097494,25.172919,0.83,74.693697,45.550774,0.07,1.17,'Increase Chiller',0,'\'(90.144635-inf)\''
62.073124,21.862864,26.524845,25.752074,0.71,59.709738,47.051048,0.09,1.75,'Boost All',3,'\'(80.703871-90.144635]\''
49.500704,20.534996,25.112369,23.287008,0.57,44.240984,42.386965,0.05,0.71,'Eco Mode',4,'\'(80.703871-90.144635]\''
47.652933,20.251295,23.433036,29.383933,0.68,47.688001,60.399239,0.09,5.38,'Eco Mode',4,'\'(-inf-80.703871]\''
51.81746,19.857723,23.554361,19.729831,0.57,49.610665,35.218618,0.08,4.27,'Reduce AHU',1,'\'(90.144635-inf)\''
41.359372,19.710893,26.354196,24.383311,0.51,32.725719,49.352573,0.07,0.38,'Reduce AHU',1,'\'(80.703871-90.144635]\''
100,24.934062,29.379019,24.268207,1.04,99.313763,49.563926,0.09,0.27,'Eco Mode',4,'\'(90.144635-inf)\''
62.184347,22.680271,27.994882,18,0.73,65.504443,40.526985,0.1,6,'Boost All',3,'\'(80.703871-90.144635]\''
100,24.44848,30.914453,23.416383,1,93.474792,50.333751,0.13,0.58,'Boost All',3,'\'(90.144635-inf)\''
83.333919,22.46769,29.992432,21.720055,0.85,79.223106,44.145585,0.12,2.28,'Boost All',3,'\'(90.144635-inf)\''
60.394172,20.943425,27.974239,23.632474,0.76,63.456531,50.621612,0.08,0.37,'Eco Mode',4,'\'(-inf-80.703871]\''
32.815656,18.051746,23.060229,21.885546,0.55,38.671903,47.265167,0.05,2.11,Maintain,2,'\'(-inf-80.703871]\''
76.452176,23.38932,28.300012,25.250542,0.92,83.570527,50.134512,0.13,1.25,'Eco Mode',4,'\'(80.703871-90.144635]\''
76.877642,22.900109,30.790687,23.598689,0.9,80.88404,51.382954,0.1,0.4,'Increase Chiller',0,'\'(80.703871-90.144635]\''
60.932438,23.439763,29.471942,23.886668,0.74,64.895243,43.455567,0.07,0.11,'Eco Mode',4,'\'(80.703871-90.144635]\''
71.269429,20.939433,25.708176,21.076837,0.87,81.158588,43.218294,0.11,2.92,Maintain,2,'\'(80.703871-90.144635]\''
58.189688,21.23904,24.161345,25.985576,0.78,62.754675,55.0441,0.11,1.99,Maintain,2,'\'(-inf-80.703871]\''
71.597776,21.622623,27.05198,20.89833,0.78,69.110549,45.01612,0.08,3.1,'Reduce AHU',1,'\'(90.144635-inf)\''
61.106604,20.792635,26.901789,27.530574,0.73,59.798799,51.287317,0.09,3.53,'Increase Chiller',0,'\'(80.703871-90.144635]\''
60.666567,19.751794,23.671039,24.86945,0.66,53.818201,45.163533,0.07,0.87,'Increase Chiller',0,'\'(90.144635-inf)\''
94.097347,24.983292,29.24848,21.530658,0.9,87.153956,40.994134,0.11,2.47,'Increase Chiller',0,'\'(90.144635-inf)\''
14.793018,15.143995,19.802664,26.566557,0.41,20,49.407803,0.04,2.57,'Eco Mode',4,'\'(-inf-80.703871]\''
69.968262,21.987169,25.974306,18,0.79,74.273499,38.216211,0.08,6,'Eco Mode',4,'\'(80.703871-90.144635]\''
79.537603,22.489102,27.69237,28.257567,1,87.121401,59.950926,0.08,4.26,'Increase Chiller',0,'\'(-inf-80.703871]\''
60.550757,23.093789,27.37378,20.70995,0.67,55.445337,45.90451,0.07,3.29,'Increase Chiller',0,'\'(90.144635-inf)\''
79.680502,23.896784,27.640998,19.410792,0.87,84.387401,38.737028,0.1,4.59,Maintain,2,'\'(90.144635-inf)\''
86.168661,22.114476,23.40328,27.351902,1.06,96.106734,58.624464,0.15,3.35,'Reduce AHU',1,'\'(80.703871-90.144635]\''
66.556565,20.682497,25.497457,20.91454,0.75,69.575353,38.339894,0.1,3.09,'Eco Mode',4,'\'(80.703871-90.144635]\''
100,24.262978,29.128664,20.53215,1,100,40.187132,0.12,3.47,'Boost All',3,'\'(90.144635-inf)\''
65.660354,20.74278,23.745758,23.29196,0.7,59.796647,45.183861,0.07,0.71,'Increase Chiller',0,'\'(90.144635-inf)\''
50.356387,18.515852,24.974071,29.662326,0.7,52.218706,55.811165,0.08,5.66,'Eco Mode',4,'\'(-inf-80.703871]\''
68.817983,20.735383,27.006863,22.861977,0.75,67.776903,42.448293,0.08,1.14,'Eco Mode',4,'\'(90.144635-inf)\''
79.501172,22.204126,24.861249,25.202001,0.98,88.049934,54.288721,0.12,1.2,Maintain,2,'\'(80.703871-90.144635]\''
67.175527,22.576915,24.806734,21.843811,0.79,71.48096,43.021424,0.09,2.16,'Reduce AHU',1,'\'(80.703871-90.144635]\''
36.212103,17.636176,24.7544,22.493497,0.46,27.806513,46.857106,0.06,1.51,'Eco Mode',4,'\'(-inf-80.703871]\''
68.756104,22.623917,28.371614,23.753571,0.83,74.849821,46.999688,0.07,0.25,'Boost All',3,'\'(80.703871-90.144635]\''
34.629414,17.886841,23.77176,29.817912,0.62,39.023812,62.330158,0.09,5.82,'Reduce AHU',1,'\'(-inf-80.703871]\''
65.440338,19.084515,25.114505,25.551275,0.71,58.820917,47.802366,0.09,1.55,'Increase Chiller',0,'\'(90.144635-inf)\''
73.804921,23.398968,29.512105,25.357626,0.74,63.985385,46.107848,0.1,1.36,Maintain,2,'\'(90.144635-inf)\''
54.000282,19.601344,23.953917,23.676867,0.66,54.915812,44.955366,0.08,0.32,'Reduce AHU',1,'\'(80.703871-90.144635]\''
63.802011,21.675612,29.003248,28.767664,0.8,61.960536,60.631593,0.1,4.77,'Reduce AHU',1,'\'(-inf-80.703871]\''
89.579541,25.370762,28.621948,24.000772,0.88,80.796064,46.363732,0.07,0,'Increase Chiller',0,'\'(90.144635-inf)\''
28.655221,17.115408,18.978662,22.728365,0.51,38.260394,41.201845,0.07,1.27,'Eco Mode',4,'\'(-inf-80.703871]\''
45.192139,18.869354,25.299083,18,0.49,40.559982,32.951208,0.07,6,'Increase Chiller',0,'\'(90.144635-inf)\''
64.862796,21.226327,27.848999,21.194154,0.68,59.152675,40.848698,0.09,2.81,'Boost All',3,'\'(90.144635-inf)\''
42.751719,18.86392,24.704714,28.959675,0.57,37.541468,54.335648,0.07,4.96,'Increase Chiller',0,'\'(-inf-80.703871]\''
74.682249,21.805312,24.979328,18,0.75,73.754522,31.415671,0.08,6,'Reduce AHU',1,'\'(90.144635-inf)\''
38.261963,18.363588,22.126648,26.478723,0.65,44.909771,57.906513,0.07,2.48,'Increase Chiller',0,'\'(-inf-80.703871]\''
22.002754,17.179711,24.154808,24.672521,0.5,28.166506,54.247205,0.06,0.67,Maintain,2,'\'(-inf-80.703871]\''
66.307781,20.604228,23.775704,19.426137,0.82,75.104261,43.74685,0.07,4.57,'Boost All',3,'\'(80.703871-90.144635]\''
46.987429,19.423285,22.109701,29.953512,0.73,54.590594,59.35021,0.08,5.95,'Boost All',3,'\'(-inf-80.703871]\''
72.719869,22.714132,25.383757,28.512502,0.9,80.179284,52.461225,0.13,4.51,'Increase Chiller',0,'\'(80.703871-90.144635]\''
63.982109,21.933685,27.288732,26.648459,0.74,57.737798,55.857967,0.1,2.65,Maintain,2,'\'(80.703871-90.144635]\''
44.835964,20.47671,23.552677,22.815113,0.58,45.22856,44.344209,0.07,1.18,'Eco Mode',4,'\'(-inf-80.703871]\''
75.32944,22.989529,23.426989,28.068233,0.94,81.988638,56.674487,0.12,4.07,'Increase Chiller',0,'\'(-inf-80.703871]\''
52.760905,18.60253,24.516195,26.635089,0.72,56.684335,53.735302,0.09,2.64,'Eco Mode',4,'\'(-inf-80.703871]\''
100,24.186075,26.691511,20.790257,1.01,100,42.956487,0.1,3.21,'Eco Mode',4,'\'(90.144635-inf)\''
41.973557,18.14209,22.220596,24.91724,0.6,45.272573,47.925087,0.08,0.92,'Reduce AHU',1,'\'(-inf-80.703871]\''
51.339245,19.803611,25.974892,22.087199,0.56,44.879639,39.885125,0.08,1.91,Maintain,2,'\'(90.144635-inf)\''
35.956856,19.66944,22.921852,28.977786,0.59,36.219645,59.26931,0.08,4.98,'Eco Mode',4,'\'(-inf-80.703871]\''
100,26.221227,29.931987,21.080156,1.02,99.685845,44.900855,0.14,2.92,Maintain,2,'\'(90.144635-inf)\''
71.246426,21.992103,30.025837,21.944061,0.73,65.59452,41.503122,0.09,2.06,'Increase Chiller',0,'\'(90.144635-inf)\''
47.379534,18.329255,23.520256,25.895755,0.6,42.285655,53.313565,0.08,1.9,'Eco Mode',4,'\'(-inf-80.703871]\''
34.888604,17.568913,19.542119,23.293104,0.55,37.806839,48.530984,0.07,0.71,Maintain,2,'\'(-inf-80.703871]\''
76.617232,21.221968,23.76909,25.262973,0.87,74.704046,54.915888,0.12,1.26,'Increase Chiller',0,'\'(80.703871-90.144635]\''
91.875897,22.722351,24.727836,20.960815,0.96,95.534452,38.729738,0.13,3.04,'Boost All',3,'\'(90.144635-inf)\''
73.722109,23.524139,29.863462,28.267783,0.81,65.524821,56.46917,0.11,4.27,Maintain,2,'\'(90.144635-inf)\''
100,24.969663,29.694998,22.91993,1.04,100,47.387686,0.14,1.08,Maintain,2,'\'(90.144635-inf)\''
81.492006,25.861313,29.474763,30.104795,1.01,87.557014,62.327029,0.1,6.1,Maintain,2,'\'(-inf-80.703871]\''
70.976829,21.994919,27.540912,28.740017,0.81,66.296881,56.25874,0.1,4.74,'Reduce AHU',1,'\'(80.703871-90.144635]\''
16.477909,17.492783,19.644199,25.181336,0.42,22.548624,48.341118,0.05,1.18,'Reduce AHU',1,'\'(-inf-80.703871]\''
88.844428,25.176561,29.324472,26.405996,0.9,81.022394,49.648013,0.08,2.41,'Boost All',3,'\'(90.144635-inf)\''
95.286516,26.006579,33.244199,18,0.9,89.261393,36.392111,0.11,6,'Increase Chiller',0,'\'(90.144635-inf)\''
62.485053,20.600069,25.626643,25.274199,0.67,52.797794,49.454639,0.1,1.27,'Boost All',3,'\'(90.144635-inf)\''
86.255028,25.262491,27.254075,20.226584,0.8,76.953347,36.593567,0.09,3.77,'Reduce AHU',1,'\'(90.144635-inf)\''
53.731369,21.16074,27.587469,21.182352,0.58,44.841908,44.964913,0.07,2.82,'Boost All',3,'\'(90.144635-inf)\''
60.450106,21.408397,27.680392,23.294215,0.75,62.817377,49.960386,0.09,0.71,'Increase Chiller',0,'\'(-inf-80.703871]\''
71.976255,21.407087,28.193704,23.904776,0.78,66.155898,49.728688,0.11,0.1,'Reduce AHU',1,'\'(90.144635-inf)\''
47.589475,20.84091,28.781477,24.104978,0.68,54.439728,48.769805,0.1,0.1,'Boost All',3,'\'(-inf-80.703871]\''
81.523508,23.122419,28.01569,20.207489,0.8,73.410907,43.08825,0.09,3.79,Maintain,2,'\'(90.144635-inf)\''
49.30393,20.33032,24.414251,27.048612,0.63,45.144481,53.699822,0.06,3.05,'Eco Mode',4,'\'(-inf-80.703871]\''
82.918664,23.775556,30.901092,21.940997,0.84,79.37726,40.032947,0.1,2.06,'Reduce AHU',1,'\'(90.144635-inf)\''
38.546096,18.503399,18.62748,24.61343,0.5,30.33487,51.153691,0.06,0.61,'Eco Mode',4,'\'(-inf-80.703871]\''
74.409114,22.02093,26.162472,24.055269,0.76,64.938262,48.776314,0.08,0.06,'Eco Mode',4,'\'(90.144635-inf)\''
75.556552,21.256284,28.538659,23.358514,0.85,74.324501,51.609999,0.09,0.64,'Boost All',3,'\'(80.703871-90.144635]\''
46.98209,19.870608,22.886806,22.224553,0.62,49.105477,44.457734,0.06,1.78,Maintain,2,'\'(-inf-80.703871]\''
19.971356,18.574131,20.483422,29.960692,0.44,20,56.650218,0.06,5.96,'Boost All',3,'\'(-inf-80.703871]\''
82.94834,22.461373,32.436668,21.975225,0.89,83.854768,44.307382,0.13,2.02,'Reduce AHU',1,'\'(90.144635-inf)\''
65.812645,21.953975,28.11794,23.710532,0.83,72.792686,49.613639,0.07,0.29,'Boost All',3,'\'(-inf-80.703871]\''
30.424195,18.246388,23.891289,22.980555,0.4,20.487898,46.43178,0.03,1.02,Maintain,2,'\'(-inf-80.703871]\''
56.111894,20.959212,26.276286,19.621454,0.67,60.887864,36.433865,0.06,4.38,'Eco Mode',4,'\'(80.703871-90.144635]\''
41.468621,16.419837,21.388803,26.343688,0.54,36.365482,49.213866,0.06,2.34,'Reduce AHU',1,'\'(-inf-80.703871]\''
36.499133,16.81001,19.320206,26.87114,0.48,27.397828,51.964908,0.05,2.87,'Increase Chiller',0,'\'(-inf-80.703871]\''
29.314186,18.200965,25.022266,21.894985,0.51,35.036845,45.193679,0.05,2.11,'Increase Chiller',0,'\'(-inf-80.703871]\''
73.842179,23.733232,25.328254,19.808501,0.8,76.617372,36.731075,0.11,4.19,'Increase Chiller',0,'\'(90.144635-inf)\''
87.827449,22.897255,25.421598,22.459231,0.85,78.425086,43.65789,0.09,1.54,Maintain,2,'\'(90.144635-inf)\''
59.890938,18.717143,22.007176,19.278737,0.59,51.352593,36.291802,0.08,4.72,Maintain,2,'\'(90.144635-inf)\''
65.240365,21.275049,30.260441,23.058969,0.75,67.325073,42.246376,0.09,0.94,'Boost All',3,'\'(80.703871-90.144635]\''
84.199817,22.384891,28.874206,28.019573,0.93,77.745919,60.924176,0.09,4.02,'Reduce AHU',1,'\'(90.144635-inf)\''
45.355992,20.390946,28.256683,21.6215,0.64,52.094624,44.028653,0.06,2.38,Maintain,2,'\'(-inf-80.703871]\''
57.587755,19.535983,27.707001,21.11179,0.68,58.102227,43.726699,0.06,2.89,'Reduce AHU',1,'\'(80.703871-90.144635]\''
70.510968,23.142025,31.723869,23.190281,0.78,69.256471,44.461166,0.07,0.81,'Increase Chiller',0,'\'(90.144635-inf)\''
100,23.213013,28.298636,27.606398,1.07,96.751521,59.865808,0.15,3.61,'Reduce AHU',1,'\'(90.144635-inf)\''
59.061168,22.376675,25.377784,24.081726,0.82,68.946053,53.062192,0.1,0.08,'Eco Mode',4,'\'(-inf-80.703871]\''
83.662765,23.512322,25.863512,23.549549,0.9,83.110165,47.644591,0.11,0.45,'Boost All',3,'\'(90.144635-inf)\''
59.081433,20.765134,26.923504,22.712873,0.76,63.564035,49.907298,0.08,1.29,'Reduce AHU',1,'\'(-inf-80.703871]\''
51.404447,17.792089,22.653642,21.674461,0.6,45.627292,47.14249,0.07,2.33,'Boost All',3,'\'(80.703871-90.144635]\''
68.515347,20.536495,23.121702,23.730065,0.76,67.558078,43.984975,0.11,0.27,'Reduce AHU',1,'\'(80.703871-90.144635]\''
60.831613,20.517416,27.442987,28.463733,0.71,54.660036,54.350203,0.08,4.46,'Increase Chiller',0,'\'(80.703871-90.144635]\''
17.580249,16.200762,18.132934,30.470125,0.52,26.536484,61.115115,0.06,6.47,'Eco Mode',4,'\'(-inf-80.703871]\''
63.343062,20.679544,22.079436,28.578543,0.86,70.789876,57.956287,0.11,4.58,'Increase Chiller',0,'\'(-inf-80.703871]\''
53.197652,21.628236,25.337372,23.305113,0.56,43.290159,42.399893,0.06,0.69,'Boost All',3,'\'(90.144635-inf)\''
63.012754,20.2797,23.449177,21.052801,0.77,72.043828,39.259934,0.11,2.95,'Eco Mode',4,'\'(80.703871-90.144635]\''
66.649508,22.265135,25.927737,24.389914,0.74,63.401351,47.079094,0.07,0.39,'Reduce AHU',1,'\'(80.703871-90.144635]\''
91.418464,23.764554,32.16435,18,0.87,82.678105,40.951072,0.07,6,'Eco Mode',4,'\'(90.144635-inf)\''
60.504244,19.539134,25.749685,23.543947,0.75,62.034532,49.882822,0.07,0.46,'Eco Mode',4,'\'(-inf-80.703871]\''
35.190343,18.067469,23.340741,26.575898,0.5,29.237631,53.375564,0.06,2.58,'Eco Mode',4,'\'(-inf-80.703871]\''
64.463196,21.879602,26.051014,25.778,0.78,66.73458,50.058,0.08,1.78,'Boost All',3,'\'(80.703871-90.144635]\''
54.378422,19.274452,25.503644,18,0.65,58.943783,35.836565,0.09,6,'Boost All',3,'\'(80.703871-90.144635]\''
63.502311,20.968171,26.526108,25.393529,0.83,72.64227,50.072491,0.11,1.39,'Reduce AHU',1,'\'(-inf-80.703871]\''
96.752069,25.296527,28.398641,25.11376,1.01,94.827674,50.107336,0.09,1.11,'Reduce AHU',1,'\'(90.144635-inf)\''
64.579526,22.63695,29.299599,29.687348,0.86,70.816045,57.741456,0.12,5.69,'Reduce AHU',1,'\'(-inf-80.703871]\''
52.142802,20.18667,23.319505,24.906143,0.59,44.040748,46.682037,0.08,0.91,'Eco Mode',4,'\'(80.703871-90.144635]\''
75.076665,22.595359,24.552944,26.428955,0.92,84.790952,48.367178,0.1,2.43,Maintain,2,'\'(80.703871-90.144635]\''
56.005196,23.075049,28.238483,22.648784,0.67,57.990202,40.439996,0.06,1.35,'Boost All',3,'\'(80.703871-90.144635]\''
58.92475,20.537701,25.715697,27.849773,0.7,52.761445,55.725268,0.1,3.85,'Eco Mode',4,'\'(80.703871-90.144635]\''
44.623805,19.831803,25.605724,21.718782,0.52,37.377853,43.465119,0.06,2.28,'Eco Mode',4,'\'(80.703871-90.144635]\''
86.580256,25.726344,27.922887,23.810522,0.95,91.295726,44.694713,0.13,0.19,'Reduce AHU',1,'\'(90.144635-inf)\''
49.757724,19.698497,25.548705,24.93028,0.71,56.832379,51.676947,0.07,0.93,Maintain,2,'\'(-inf-80.703871]\''
67.81642,20.386115,23.574684,27.294422,0.88,74.179157,57.811585,0.07,3.29,'Eco Mode',4,'\'(-inf-80.703871]\''
86.598871,22.979405,28.03139,21.016878,0.83,79.517319,38.50923,0.08,2.98,Maintain,2,'\'(90.144635-inf)\''
71.205137,21.280224,23.904664,23.545195,0.8,72.319613,43.754104,0.07,0.45,'Reduce AHU',1,'\'(80.703871-90.144635]\''
97.08815,23.257415,31.580292,21.40943,1.01,100,41.626924,0.11,2.59,Maintain,2,'\'(90.144635-inf)\''
58.017825,20.925232,24.451499,29.137311,0.75,59.015733,55.932906,0.06,5.14,'Reduce AHU',1,'\'(-inf-80.703871]\''
78.471233,21.499082,28.443568,21.807987,0.8,73.516891,42.624731,0.1,2.19,'Eco Mode',4,'\'(90.144635-inf)\''
63.072884,21.495027,25.769052,18,0.65,59.390607,35.161854,0.06,6,'Eco Mode',4,'\'(90.144635-inf)\''
62.740751,20.65996,21.580047,24.903679,0.75,64.139597,46.717825,0.11,0.9,'Boost All',3,'\'(80.703871-90.144635]\''
100,24.421373,26.693931,22.080531,1,99.221609,41.694181,0.1,1.92,'Increase Chiller',0,'\'(90.144635-inf)\''
54.285625,20.234789,24.471151,26.830198,0.67,52.230483,50.100724,0.06,2.83,'Reduce AHU',1,'\'(80.703871-90.144635]\''
63.902874,21.05586,22.55277,28.012649,0.83,67.26145,57.822875,0.09,4.01,'Reduce AHU',1,'\'(-inf-80.703871]\''
77.049353,23.478233,28.732269,20.344517,0.9,86.154458,42.155453,0.09,3.66,Maintain,2,'\'(80.703871-90.144635]\''
33.13316,18.255995,24.9017,26.84155,0.55,32.623325,58.202046,0.06,2.84,'Boost All',3,'\'(-inf-80.703871]\''
36.729839,17.673203,22.548351,18,0.43,32.829049,33.979003,0.04,6,'Increase Chiller',0,'\'(80.703871-90.144635]\''
63.879225,22.40547,28.635587,27.453506,0.78,63.457272,54.130876,0.1,3.45,Maintain,2,'\'(80.703871-90.144635]\''
94.390608,25.15541,31.913231,18,0.91,94.807042,31.092931,0.11,6,'Boost All',3,'\'(90.144635-inf)\''
72.632459,23.829738,27.502921,25.958501,0.82,70.998267,50.2659,0.08,1.96,Maintain,2,'\'(80.703871-90.144635]\''
65.338525,23.414885,26.812782,23.428864,0.67,57.207279,41.920658,0.08,0.57,'Reduce AHU',1,'\'(90.144635-inf)\''
68.152388,20.272193,27.735163,21.680874,0.75,64.989988,46.992512,0.09,2.32,'Increase Chiller',0,'\'(90.144635-inf)\''
80.254925,22.424551,29.337706,25.435607,0.8,70.375318,48.188098,0.07,1.44,'Boost All',3,'\'(90.144635-inf)\''
59.258864,19.815776,24.765737,28.628654,0.78,59.830639,60.95137,0.11,4.63,'Eco Mode',4,'\'(-inf-80.703871]\''
70.516416,21.059691,28.236085,22.73211,0.69,61.140006,40.467601,0.06,1.27,'Reduce AHU',1,'\'(90.144635-inf)\''
30.697564,18.354623,22.364692,21.199626,0.52,40.642789,39.791994,0.08,2.8,'Boost All',3,'\'(-inf-80.703871]\''
71.256468,21.798413,28.330029,23.145405,0.86,74.899102,51.289956,0.07,0.85,'Increase Chiller',0,'\'(80.703871-90.144635]\''
54.92798,19.234933,25.609328,21.361083,0.62,51.329261,41.349048,0.08,2.64,'Increase Chiller',0,'\'(80.703871-90.144635]\''
100,25.191039,30.652509,24.213179,1.05,100,49.136632,0.16,0.21,'Eco Mode',4,'\'(90.144635-inf)\''
47.604162,19.512212,25.437181,26.945242,0.74,55.783778,58.013098,0.1,2.95,'Increase Chiller',0,'\'(-inf-80.703871]\''
62.220406,20.79932,28.145408,27.010055,0.79,62.681511,58.605467,0.09,3.01,'Reduce AHU',1,'\'(-inf-80.703871]\''
94.711877,25.27208,31.467138,25.286385,1.02,96.869711,49.342555,0.14,1.29,'Eco Mode',4,'\'(90.144635-inf)\''
85.809912,24.352224,30.641919,29.2121,0.96,82.541217,60.313272,0.12,5.21,'Increase Chiller',0,'\'(80.703871-90.144635]\''
50.213597,19.090731,23.418677,25.465363,0.71,57.754533,49.097766,0.06,1.47,'Increase Chiller',0,'\'(-inf-80.703871]\''
23.262254,17.717752,22.30766,21.96911,0.47,29.046297,47.897314,0.04,2.03,Maintain,2,'\'(-inf-80.703871]\''
93.839767,25.444339,32.687474,26.448716,0.92,84.144728,50.315852,0.1,2.45,'Boost All',3,'\'(90.144635-inf)\''
54.985886,20.193951,26.661652,23.080353,0.61,45.839347,47.68323,0.06,0.92,'Boost All',3,'\'(80.703871-90.144635]\''
79.201773,23.455825,28.302245,22.210023,0.91,84.037515,46.99671,0.1,1.79,'Eco Mode',4,'\'(80.703871-90.144635]\''
47.329404,19.589444,23.111382,27.848304,0.63,45.301161,53.430328,0.08,3.85,'Increase Chiller',0,'\'(-inf-80.703871]\''
59.483905,20.753846,26.823963,22.246263,0.75,65.579319,45.971601,0.08,1.75,'Increase Chiller',0,'\'(-inf-80.703871]\''
100,26.091165,31.83842,21.425659,0.97,94.476121,41.982992,0.13,2.57,'Reduce AHU',1,'\'(90.144635-inf)\''
50.908121,19.803974,22.900849,23.008562,0.68,56.255002,46.146556,0.1,0.99,'Boost All',3,'\'(-inf-80.703871]\''
76.788914,22.581286,31.830008,24.493476,0.8,70.054887,47.68367,0.12,0.49,'Eco Mode',4,'\'(90.144635-inf)\''
91.66241,24.265427,27.455714,21.751372,1.03,100,46.911046,0.12,2.25,'Reduce AHU',1,'\'(80.703871-90.144635]\''
75.200919,23.085293,28.50179,30.387307,0.85,69.970838,58.903351,0.12,6.39,'Increase Chiller',0,'\'(80.703871-90.144635]\''
42.430151,21.482489,27.451368,18.808268,0.46,36.048859,34.220644,0.06,5.19,'Increase Chiller',0,'\'(90.144635-inf)\''
42.859184,19.351899,26.035192,24.585937,0.5,34.163367,44.825632,0.04,0.59,Maintain,2,'\'(80.703871-90.144635]\''
31.075264,16.358036,21.733665,25.813826,0.46,27.328991,47.673888,0.06,1.81,'Eco Mode',4,'\'(-inf-80.703871]\''
58.914659,21.266364,26.572742,28.610147,0.67,50.649932,52.240039,0.08,4.61,'Reduce AHU',1,'\'(80.703871-90.144635]\''
76.850648,23.406852,25.083571,24.787533,0.86,75.956722,51.186051,0.09,0.79,'Reduce AHU',1,'\'(80.703871-90.144635]\''
66.418925,20.826576,22.200306,24.13871,0.82,74.664149,44.029583,0.09,0.14,'Increase Chiller',0,'\'(80.703871-90.144635]\''
81.917197,22.552177,25.19726,18,0.83,83.501642,31.965087,0.11,6,'Boost All',3,'\'(90.144635-inf)\''
47.224697,20.684469,23.766279,29.568225,0.63,44.250292,54.286227,0.05,5.57,'Increase Chiller',0,'\'(-inf-80.703871]\''
46.952815,19.275943,24.672065,26.205938,0.69,52.438517,53.915451,0.06,2.21,Maintain,2,'\'(-inf-80.703871]\''
96.553225,24.998185,27.308418,21.171184,0.99,100,38.93129,0.13,2.83,'Reduce AHU',1,'\'(90.144635-inf)\''
18.198771,18.788719,23.390678,28.791905,0.43,20,54.24075,0.05,4.79,'Reduce AHU',1,'\'(-inf-80.703871]\''
90.213576,25.082643,29.309426,25.950415,0.91,81.834091,50.119351,0.11,1.95,Maintain,2,'\'(90.144635-inf)\''
94.947968,25.248499,31.81869,27.273726,1.07,100,54.849052,0.13,3.27,'Increase Chiller',0,'\'(80.703871-90.144635]\''
87.654302,23.65968,28.623485,28.274024,0.92,79.368268,57.137517,0.1,4.27,'Boost All',3,'\'(90.144635-inf)\''
81.840739,24.886723,32.064191,24.162158,0.82,72.569652,48.62552,0.1,0.16,'Increase Chiller',0,'\'(90.144635-inf)\''
64.644671,20.844587,26.630208,20.13571,0.68,56.748797,44.229089,0.06,3.86,Maintain,2,'\'(90.144635-inf)\''
70.503325,23.488211,28.084467,28.124604,0.91,78.441185,56.398761,0.1,4.12,Maintain,2,'\'(-inf-80.703871]\''
47.321146,19.387344,24.60922,26.932905,0.71,51.806586,58.468669,0.1,2.93,'Increase Chiller',0,'\'(-inf-80.703871]\''
46.419124,17.496672,25.010879,24.768144,0.64,51.489057,46.501422,0.05,0.77,'Eco Mode',4,'\'(-inf-80.703871]\''
58.001006,20.814454,25.643786,25.791211,0.73,61.063451,47.845681,0.09,1.79,Maintain,2,'\'(-inf-80.703871]\''
60.792543,21.069741,29.239082,26.202535,0.72,56.15436,55.062104,0.1,2.2,'Reduce AHU',1,'\'(80.703871-90.144635]\''
50.648089,20.615375,25.55253,21.628596,0.66,52.363893,47.812435,0.09,2.37,Maintain,2,'\'(-inf-80.703871]\''
83.350011,21.371834,24.449034,25.281266,0.86,73.860993,54.179955,0.13,1.28,Maintain,2,'\'(90.144635-inf)\''
70.700539,21.433833,27.527387,24.676908,0.77,65.794595,48.700543,0.11,0.68,Maintain,2,'\'(90.144635-inf)\''
42.652673,18.02593,24.105427,21.18373,0.48,36.268427,38.117182,0.07,2.82,Maintain,2,'\'(80.703871-90.144635]\''
78.042149,22.418633,25.812515,28.314135,0.9,78.759104,53.335467,0.08,4.31,'Reduce AHU',1,'\'(80.703871-90.144635]\''
28.667681,15,16.282475,25.098816,0.45,21.706571,54.723029,0.05,1.1,'Reduce AHU',1,'\'(-inf-80.703871]\''
59.717108,23.194856,32.183019,25.987445,0.79,67.988803,49.567745,0.07,1.99,'Increase Chiller',0,'\'(-inf-80.703871]\''
42.941162,20.003247,26.448347,28.424388,0.57,39.172739,52.044911,0.06,4.42,'Reduce AHU',1,'\'(-inf-80.703871]\''
41.12941,19.059533,24.522011,22.403773,0.54,37.268552,48.881652,0.06,1.6,Maintain,2,'\'(-inf-80.703871]\''
100,25.636307,29.066534,25.133452,1.07,100,53.014562,0.13,1.13,Maintain,2,'\'(90.144635-inf)\''
53.265187,19.075344,22.307013,22.880556,0.62,47.186499,49.178592,0.06,1.12,'Reduce AHU',1,'\'(80.703871-90.144635]\''
73.713484,21.492891,27.648228,25.520179,0.86,77.403568,47.723949,0.09,1.52,'Increase Chiller',0,'\'(80.703871-90.144635]\''
78.484137,22.09036,28.425334,22.100975,0.92,87.745971,43.145581,0.07,1.9,'Reduce AHU',1,'\'(80.703871-90.144635]\''
82.758227,25.473687,27.288112,26.787916,0.89,75.536627,58.091051,0.07,2.79,'Increase Chiller',0,'\'(90.144635-inf)\''
86.189126,22.551438,31.44801,27.947639,1,92.910414,51.485076,0.14,3.95,'Increase Chiller',0,'\'(80.703871-90.144635]\''
